SUNOVA CREDIT UNION,23,https://www.sunovacu.ca/our-story/ 
VALLEY FIRST A DIVISION,22,https://www.valleyfirst.com/Personal/AboutUs/OurOrganization/OurHistory/ 
INTERIOR SAVINGS CREDIT UNION,22,https://www.interiorsavings.com/AboutUs/ 
VISION CREDIT UNION,22,https://www.visioncu.ca/Personal/AboutUs/ 
WESTMINSTER SAVINGS CREDIT UNION,21,https://www.wscu.com/Personal/AboutUs/ 
MERIDIAN CREDIT UNION LIMITED,20,None
EAST COAST CREDIT UNION,20,https://www.eastcoastcu.ca/Home/YourCreditUnion/AboutUs/ 
ISLAND SAVINGS A DIVISION,19,https://www.islandsavings.ca/Personal/AboutUs/WhoWeAre/AtAGlance/ 
CORNERSTONE CREDIT UNION,17,https://www.cornerstonecu.com/Personal/AboutUs/ 
RAPPORT CREDIT UNION,17,https://www.rapportcu.ca/Personal/AboutUs/ 
BLUESHORE FINANCIAL CREDIT UNION,17,https://www.blueshorefinancial.com/AboutUs/ 
CONNECT FIRST CREDIT UNION LTD.,16,None
SUNRISE CREDIT UNION,16,https://www.sunrisecu.mb.ca/About/ 
ACCESS CREDIT UNION LIMITED,15,https://www.accesscu.ca/AboutUs/ 
CAMBRIAN CREDIT UNION,15,https://www.cambrian.mb.ca/about-us 
KOOTENAY SAVINGS CREDIT UNION,14,https://www.kscu.com/AboutUs/ 
STRIDE CREDIT UNION,8,https://www.stridecu.ca/Personal/AboutUs/
COMMUNITY SAVINGS CREDIT UNION,8,https://www.comsavings.com/Personal/AboutUs/
KHALSA CREDIT UNION,7,https://khalsacreditunion.ca/member-matters/
WESTOBA CREDIT UNION,7,https://westobacu.com/about-us/
ABCU Credit Union LTD.,7,https://www.beaumontcu.com/Business/AboutUs/WhoWeAre/
VANTAGEONE CREDIT UNION,7,https://www.vantageone.net/about/who-we-are/who-we-are-details/
YOUR NEIGHBOURHOOD CREDIT UNION,7,https://www.yncu.com/Personal/AboutUs/
ALDERGROVE CREDIT UNION,7,https://www.aldergrovecu.ca/Personal/AboutUs/WhoWeAre/
NORTH PEACE SAVINGS & CREDIT UNION,6,https://www.npscu.ca/Personal/About-Us/
ITALIAN CANADIAN SAVINGS & CR UN,6,https://www.icsavings.ca/AboutUs/
HORIZON CREDIT UNION,6,https://www.horizoncu.ca/about-us
ASSINIBOINE CREDIT UNION LIMITED,6,https://www.assiniboine.mb.ca/About-Us/
Comtech Fire Credit Union Limited,6,https://www.comtechfirecu.com/Personal/AboutUs/
CROSSROADS CREDIT UNION,6,https://www.crossroadscu.ca/My-Crossroads-Country/Values/
Connect First Credit Union,6,https://www.connectfirstcu.com/about-group/about
BOW VALLEY CREDIT UNION LTD,6,https://www.bowvalleycu.com/Personal/AboutUs/
CREDIT UNION ATLANTIC,6,https://www.cua.com/Home/AboutCUA/
FIRST CREDIT UNION,6,https://www.firstcu.ca/AboutUs/
CASERA CREDIT UNION,6,https://www.caseracu.ca/About/
NORTHERN SAVINGS CREDIT UNION,6,https://www.northsave.com/AboutUs/WhoWeAre/
CROSSTOWN CIVIC CREDIT UNION,6,https://www.crosstowncivic.mb.ca/about/vision-values
QUINTE FIRST CREDIT UNION LIMITED,5,https://www.quintefirst.ca/AboutUs/WhoWeAre/VisionMissionValues/
L'ALLIANCE DES C P DE L'ONTARIO LTEE,5,https://www.caissealliance.com/en/how-cooperatives-work/
THE POLICE CR UN,5,https://www.tpcu.on.ca/Personal/AboutUs/
CARPATHIA CREDIT UNION,5,https://www.carpathiacu.mb.ca/AboutUs/
COPPERFIN CREDIT UNION LTD,5,https://www.copperfin.ca/AboutUs/
SUNSHINE COAST CREDIT UNION,5,https://www.sunshineccu.com/Personal/AboutUs/
SOUTHWEST REGIONAL CR UN,5,https://www.southwestcu.com/Personal/AboutUs/
ENTEGRA CREDIT UNION,5,https://entegra.ca/AboutEntegra/
BAYVIEW CREDIT UNION LTD,5,https://www.bayviewnb.com/Home/YourCreditUnion/
CONCENTRA FINANCIAL,5,https://www.concentra.ca/Pages/content.aspx?gp=About%20Us&sub=About%20Us
ATLANTIC CENTRAL,5,http://atlanticcreditunions.ca/about-us/atlantic-central-about-us/
SALMON ARM SAVINGS AND CREDIT UNION,5,https://www.sascu.com/Personal/AboutUs/
MOMENTUM CREDIT UNION LTD,5,https://momentumcu.ca/about-us/who-we-are/
CYPRESS CREDIT UNION LIMITED,5,https://www.cypresscu.sk.ca/about-cypress/history/
LAKE VIEW CREDIT UNION,5,http://lakeviewcreditunion.com/your-credit-union-2/our-history/
LUMINUS FINANCIAL SERVICE &CR UN LTD,5,https://www.luminusfinancial.com/Personal/AboutUs/
CAISSE POPULAIRE LA VALLEE LTEE,5,https://www.desjardins.com/en/votre_caisse/difference/index.jsp?transit=82900309
VALLEY CREDIT UNION,5,https://www.valleycreditunion.com/Home/YourCreditUnion/
Copperfin Credit Union Limited,5,https://www.copperfin.ca/AboutUs/
GREATER VANCOUVER COMMUNITY CR UN,5,https://www.gvccu.com/Personal/AboutUs/
COASTAL FINANCIAL CREDIT UNION LTD,5,https://www.coastalfinancial.ca/Home/YourCreditUnion/
LAKELAND CREDIT UNION LTD,5,https://www.lakelandcreditunion.com/Personal/AboutUs/
RADIUS CREDIT UNION LTD,4,https://www.radiuscu.com/Personal/AboutUs/
Northern Credit Union Ltd,4,https://www.northerncu.com/personal/
EAST KOOTENAY COMMUNITY CREDIT UNION,4,https://www.ekccu.com/Personal/AboutUs/
BELGIAN-ALLIANCE CREDIT UNION,4,https://www.belgianalliancecu.mb.ca/AboutUs/
GANARASKA CREDIT UNION LIMITED,4,https://www.ganaraskacu.com/Personal/AboutUs/
BULKLEY VALLEY CREDIT UNION,4,https://www.bvcu.com/about/
CAISSE POPULAIRE RESTIGOUCHE E. LTEE,4,None
CAISSE POPULAIRE KENT-NORD LTEE,4,None
WILLIAMS LAKE AND DISTRICT CREDIT UN,4,https://www.wldcu.com/Personal/AboutUs/
EAGLE RIVER CREDIT UNION LTD.,4,https://www.eaglerivercu.com/Home/YourCreditUnion/
CAISSE POPULAIRE KENT-BEAUSEJOUR LTE,4,None
CAISSE POPULAIRE HAUT-MADAWASKA LTEE,4,None
YOUR NEIGHBOURHOOD CREDIT UNION LTD,4,https://yncu.com/Personal/AboutUs/
NELSON & DISTRICT CREDIT UNION,4,https://www.nelsoncu.com/Personal/AboutUs/
STRATHCLAIR CREDIT UNION LIMITED,4,https://strathclaircreditu.ca/about-us/about-scu
ACCENT CREDIT UNION,4,https://accentcu.ca/about/our-storeyvision-mission/
BIGGAR & DISTRICT CREDIT UNION LTD.,3,https://www.biggarcu.com/Personal/AboutUs/WhoWeAre/
