2016A00053501005,Ontario,South Glengarry,Township,3.9,2.7,0
2016A00053501011,Ontario,South Stormont,Township,3.2,5.9,0
2016A00053501012,Ontario,Cornwall,City,4.2,4,0
2016A00053501020,Ontario,South Dundas,Municipality,4.3,7,0
2016A00053501030,Ontario,North Dundas,Township,4.5,7.2,0
2016A00053501042,Ontario,North Stormont,Township,4.4,5.4,0
2016A00053501050,Ontario,North Glengarry,Township,4.4,7.5,0
2016A00053502001,Ontario,East Hawkesbury,Township,3.8,9.7,0
2016A00053502008,Ontario,Hawkesbury,Town,4.8,6.3,0
2016A00053502010,Ontario,Champlain,Township,3.7,5.8,0
2016A00053502023,Ontario,Alfred and Plantagenet,Township,5.9,6.9,1
2016A00053502025,Ontario,The Nation,Municipality,3.4,3.1,0
2016A00053502036,Ontario,Clarence-Rockland,City,3.4,4.1,0
2016A00053502044,Ontario,Casselman,Village,4.8,5.9,0
2016A00053502048,Ontario,Russell,Township,3,3.3,0
2016A00053506008,Ontario,Ottawa,City,3.5,4,0
2016A00053507004,Ontario,Edwardsburgh/Cardinal,Township,4.5,7.3,0
2016A00053507006,Ontario,Augusta,Township,3.4,6.3,0
2016A00053507008,Ontario,Prescott,Town,6.3,8.2,0
2016A00053507014,Ontario,Elizabethtown-Kitley,Township,6.2,6.1,0
2016A00053507015,Ontario,Brockville,City,3.2,2.9,0
2016A00053507017,Ontario,Front of Yonge,Township,4.5,5.2,0
2016A00053507021,Ontario,Leeds and the Thousand Islands,Township,4.3,5.9,0
2016A00053507024,Ontario,Gananoque,Town,5.6,5.5,0
2016A00053507033,Ontario,Westport,Village,3.1,9.3,0
2016A00053507040,Ontario,Rideau Lakes,Township,5.1,9.6,1
2016A00053507042,Ontario,Athens,Township,4.5,4.9,0
2016A00053507052,Ontario,Merrickville-Wolford,Village,5.4,6.5,0
2016A00053507065,Ontario,North Grenville,Municipality,3.8,5.4,0
2016A00053509001,Ontario,Montague,Township,4.7,7.5,1
2016A00053509004,Ontario,Smiths Falls,Town,5.1,11.3,11
2016A00053509010,Ontario,Drummond/North Elmsley,Township,4.2,7.1,0
2016A00053509015,Ontario,Tay Valley,Township,7.3,7.1,1
2016A00053509021,Ontario,Perth,Town,4.8,7.9,0
2016A00053509024,Ontario,Beckwith,Township,2.9,5.7,0
2016A00053509028,Ontario,Carleton Place,Town,4.4,5.8,0
2016A00053509030,Ontario,Mississippi Mills,Town,4.6,3.7,0
2016A00053509039,Ontario,Lanark Highlands,Township,4.3,8.4,0
2016A00053510005,Ontario,Frontenac Islands,Township,4.4,8.1,1
2016A00053510010,Ontario,Kingston,City,4.5,4.2,0
2016A00053510020,Ontario,South Frontenac,Township,3.6,5,0
2016A00053510035,Ontario,Central Frontenac,Township,5.5,7.8,0
2016A00053510045,Ontario,North Frontenac,Township,6.1,8.6,0
2016A00053511005,Ontario,Loyalist,Township,7.1,4.2,0
2016A00053511015,Ontario,Greater Napanee,Town,5,3.9,0
2016A00053511030,Ontario,Stone Mills,Township,3.2,3.2,0
2016A00053511035,Ontario,Addington Highlands,Township,6.3,6.4,0
2016A00053512001,Ontario,Tyendinaga,Township,3.6,3.7,0
2016A00053512002,Ontario,Deseronto,Town,5.3,11.4,111
2016A00053512005,Ontario,Belleville,City,4,4,0
2016A00053512015,Ontario,Quinte West,City,3.6,5.7,0
2016A00053512020,Ontario,Stirling-Rawdon,Township,4.6,6.4,0
2016A00053512026,Ontario,Centre Hastings,Municipality,4.4,7.5,0
2016A00053512030,Ontario,Tweed,Municipality,6,9.4,1
2016A00053512036,Ontario,Madoc,Township,3.3,9.7,1
2016A00053512046,Ontario,Marmora and Lake,Municipality,3.9,8.3,0
2016A00053512048,Ontario,Tudor and Cashel,Township,5.1,8.8,1
2016A00053512051,Ontario,Limerick,Township,7.9,10.9,111
2016A00053512054,Ontario,Wollaston,Township,6.4,8.3,1
2016A00053512058,Ontario,Faraday,Township,4.9,8.1,1
2016A00053512061,Ontario,Bancroft,Town,6.2,9.3,1
2016A00053512065,Ontario,Carlow/Mayo,Township,4,7.5,0
2016A00053512076,Ontario,Hastings Highlands,Municipality,5.9,8.8,0
2016A00053513020,Ontario,Prince Edward County,City,5,5,0
2016A00053514004,Ontario,Brighton,Municipality,7.4,6.6,0
2016A00053514014,Ontario,Cramahe,Township,3.7,3.8,0
2016A00053514019,Ontario,Hamilton,Township,3.7,4.5,0
2016A00053514020,Ontario,Port Hope,Municipality,4.7,4.2,0
2016A00053514021,Ontario,Cobourg,Town,4.5,3.6,0
2016A00053514024,Ontario,Alnwick/Haldimand,Township,4.5,7.3,0
2016A00053514045,Ontario,Trent Hills,Municipality,5.6,7.1,0
2016A00053515003,Ontario,Asphodel-Norwood,Township,5.5,10.1,11
2016A00053515005,Ontario,Otonabee-South Monaghan,Township,4,4.3,0
2016A00053515008,Ontario,Hiawatha First Nation,Indian reserve,8.3,8.7,101
2016A00053515013,Ontario,Cavan Monaghan,Township,4.8,6,0
2016A00053515014,Ontario,Peterborough,City,4.6,4.3,0
2016A00053515015,Ontario,Selwyn,Township,3.6,4.2,0
2016A00053515023,Ontario,Douro-Dummer,Township,3.3,4.5,0
2016A00053515030,Ontario,Havelock-Belmont-Methuen,Township,4.5,9.4,0
2016A00053515037,Ontario,North Kawartha,Township,5.7,8.7,0
2016A00053515044,Ontario,Trent Lakes,Municipality,5,8.7,1
2016A00053516010,Ontario,Kawartha Lakes,City,4.7,5.5,0
2016A00053518001,Ontario,Pickering,City,2.8,3.8,0
2016A00053518005,Ontario,Ajax,Town,2.4,3.6,0
2016A00053518009,Ontario,Whitby,Town,2.8,3.5,0
2016A00053518013,Ontario,Oshawa,City,3.6,4.7,0
2016A00053518017,Ontario,Clarington,Municipality,2.8,3.5,0
2016A00053518020,Ontario,Scugog,Township,3.7,5,0
2016A00053518029,Ontario,Uxbridge,Township,3.2,4.2,0
2016A00053518039,Ontario,Brock,Township,5.4,5.5,0
2016A00053519028,Ontario,Vaughan,City,2.3,3.5,0
2016A00053519036,Ontario,Markham,City,2.1,3.2,0
2016A00053519038,Ontario,Richmond Hill,Town,2.4,3.4,0
2016A00053519044,Ontario,Whitchurch-Stouffville,Town,2.6,2.8,0
2016A00053519046,Ontario,Aurora,Town,2.6,3.7,0
2016A00053519048,Ontario,Newmarket,Town,2.7,3.1,0
2016A00053519049,Ontario,King,Township,2.8,4.4,0
2016A00053519054,Ontario,East Gwillimbury,Town,3.5,2.8,0
2016A00053519070,Ontario,Georgina,Town,3.3,5.4,0
2016A00053520005,Ontario,Toronto,City,3.8,4.9,0
2016A00053521005,Ontario,Mississauga,City,2.5,3.5,0
2016A00053521010,Ontario,Brampton,City,2.4,4.1,0
2016A00053521024,Ontario,Caledon,Town,2.3,4.3,0
2016A00053522001,Ontario,East Garafraxa,Township,3.8,5.2,0
2016A00053522008,Ontario,Amaranth,Township,3.9,6.5,0
2016A00053522010,Ontario,Grand Valley,Town,3.8,5.9,0
2016A00053522012,Ontario,Mono,Town,3.2,4.5,0
2016A00053522014,Ontario,Orangeville,Town,3,2.3,0
2016A00053522016,Ontario,Mulmur,Township,3.8,1.5,0
2016A00053522019,Ontario,Melancthon,Township,4,6.2,1
2016A00053522021,Ontario,Shelburne,Town,5,5.2,0
2016A00053523001,Ontario,Puslinch,Township,2.9,5.4,0
2016A00053523008,Ontario,Guelph,City,3.5,3.8,0
2016A00053523009,Ontario,Guelph/Eramosa,Township,3.8,4.1,0
2016A00053523017,Ontario,Erin,Town,3.5,6.5,1
2016A00053523025,Ontario,Centre Wellington,Township,4.2,4.2,0
2016A00053523033,Ontario,Mapleton,Township,3,5.7,0
2016A00053523043,Ontario,Minto,Town,7.6,9,0
2016A00053523050,Ontario,Wellington North,Township,5.2,5.5,0
2016A00053524001,Ontario,Oakville,Town,2.6,3,0
2016A00053524002,Ontario,Burlington,City,2.9,3.2,0
2016A00053524009,Ontario,Milton,Town,2.4,3.2,0
2016A00053524015,Ontario,Halton Hills,Town,2.7,3.8,0
2016A00053525005,Ontario,Hamilton,City,3.8,4.9,0
2016A00053526003,Ontario,Fort Erie,Town,4.4,5.8,0
2016A00053526011,Ontario,Port Colborne,City,4,3.1,0
2016A00053526014,Ontario,Wainfleet,Township,3,6.9,0
2016A00053526021,Ontario,West Lincoln,Township,3.4,5.5,0
2016A00053526028,Ontario,Pelham,Town,3.5,3.2,0
2016A00053526032,Ontario,Welland,City,3.5,5.2,0
2016A00053526037,Ontario,Thorold,City,3.8,4.8,0
2016A00053526043,Ontario,Niagara Falls,City,4,5.5,0
2016A00053526047,Ontario,Niagara-on-the-Lake,Town,5.6,7,0
2016A00053526053,Ontario,St. Catharines,City,4.1,5,0
2016A00053526057,Ontario,Lincoln,Town,4.7,4.6,0
2016A00053526065,Ontario,Grimsby,Town,2.9,3.3,0
2016A00053528018,Ontario,Haldimand County,City,3.8,4.9,0
2016A00053528052,Ontario,Norfolk County,City,5,5.7,0
2016A00053529005,Ontario,Brant,City,3.7,5.2,0
2016A00053529006,Ontario,Brantford,City,4,5.3,0
2016A00053530004,Ontario,North Dumfries,Township,3.2,4.4,0
2016A00053530010,Ontario,Cambridge,City,3.2,4.4,0
2016A00053530013,Ontario,Kitchener,City,3.6,4.3,0
2016A00053530016,Ontario,Waterloo,City,4.1,4.8,0
2016A00053530020,Ontario,Wilmot,Township,2.7,2.9,0
2016A00053530027,Ontario,Wellesley,Township,2.3,3.4,0
2016A00053530035,Ontario,Woolwich,Township,4.5,4.6,0
2016A00053531011,Ontario,Stratford,City,3.9,2.6,0
2016A00053531013,Ontario,Perth South,Township,3.1,2.9,0
2016A00053531016,Ontario,St. Marys,Town,4.1,5.3,0
2016A00053531025,Ontario,West Perth,Municipality,4,6.1,0
2016A00053531030,Ontario,Perth East,Township,4.5,4.3,0
2016A00053531040,Ontario,North Perth,Municipality,3.6,3.5,0
2016A00053532002,Ontario,Norwich,Township,3.6,3.9,0
2016A00053532004,Ontario,Tillsonburg,Town,3.8,5.2,0
2016A00053532012,Ontario,South-West Oxford,Township,3.4,5.1,0
2016A00053532018,Ontario,Ingersoll,Town,2.9,3,0
2016A00053532027,Ontario,Zorra,Township,3.6,6.7,0
2016A00053532038,Ontario,East Zorra-Tavistock,Township,4.9,4.3,0
2016A00053532042,Ontario,Woodstock,City,4,4.8,0
2016A00053532045,Ontario,Blandford-Blenheim,Township,2.8,4.5,0
2016A00053534005,Ontario,Bayham,Municipality,5,8,0
2016A00053534010,Ontario,Malahide,Township,4.1,2.5,0
2016A00053534011,Ontario,Aylmer,Town,3,3.8,0
2016A00053534020,Ontario,Central Elgin,Municipality,2.6,4.1,0
2016A00053534021,Ontario,St. Thomas,City,3.3,3.9,0
2016A00053534024,Ontario,Southwold,Township,4.5,5.9,0
2016A00053534030,Ontario,Dutton/Dunwich,Municipality,5,5.2,0
2016A00053534042,Ontario,West Elgin,Municipality,5.2,8.4,1
2016A00053536020,Ontario,Chatham-Kent,Municipality,4.2,4.8,0
2016A00053537003,Ontario,Leamington,Municipality,7.5,5.1,100
2016A00053537013,Ontario,Kingsville,Town,7.5,4.7,0
2016A00053537016,Ontario,Essex,Town,7.1,5.6,100
2016A00053537028,Ontario,Amherstburg,Town,2.7,5.3,0
2016A00053537034,Ontario,LaSalle,Town,2.7,2.6,0
2016A00053537039,Ontario,Windsor,City,3.8,5.5,0
2016A00053537048,Ontario,Tecumseh,Town,2.6,3.5,0
2016A00053537064,Ontario,Lakeshore,Town,3.6,4.9,0
2016A00053538003,Ontario,St. Clair,Township,2.7,3.3,0
2016A00053538007,Ontario,Dawn-Euphemia,Township,4.4,10.4,11
2016A00053538015,Ontario,Brooke-Alvinston,Municipality,3,6.6,0
2016A00053538016,Ontario,Enniskillen,Township,5.2,3.3,0
2016A00053538018,Ontario,Oil Springs,Village,4.2,8.4,1
2016A00053538019,Ontario,Petrolia,Town,5.6,5,0
2016A00053538030,Ontario,Sarnia,City,3.6,4.2,0
2016A00053538031,Ontario,Point Edward,Village,2.4,5.9,0
2016A00053538035,Ontario,Plympton-Wyoming,Town,2.6,2.1,0
2016A00053538040,Ontario,Lambton Shores,Municipality,4.4,4.2,0
2016A00053538043,Ontario,Warwick,Township,4.2,6.1,0
2016A00053539002,Ontario,Newbury,Village,4.1,7.9,0
2016A00053539005,Ontario,Southwest Middlesex,Municipality,5.5,8.1,0
2016A00053539015,Ontario,Strathroy-Caradoc,Municipality,3.1,3.7,0
2016A00053539027,Ontario,Thames Centre,Municipality,2.2,2.1,0
2016A00053539033,Ontario,Middlesex Centre,Municipality,3.7,2.4,0
2016A00053539036,Ontario,London,City,3.5,4.5,0
2016A00053539041,Ontario,North Middlesex,Municipality,4.4,4,0
2016A00053539047,Ontario,Adelaide-Metcalfe,Township,3.9,6.7,0
2016A00053539060,Ontario,Lucan Biddulph,Township,2.8,0.2,0
2016A00053540005,Ontario,South Huron,Municipality,5.9,6.3,0
2016A00053540010,Ontario,Bluewater,Municipality,5,4.2,0
2016A00053540025,Ontario,Central Huron,Municipality,6.2,5.6,0
2016A00053540028,Ontario,Goderich,Town,4.8,5.8,0
2016A00053540040,Ontario,Huron East,Municipality,3.6,6.9,0
2016A00053540046,Ontario,Howick,Township,4.6,9.4,1
2016A00053540050,Ontario,Morris-Turnberry,Municipality,6.8,7.8,101
2016A00053540055,Ontario,North Huron,Township,3.7,7.2,0
2016A00053540063,Ontario,Ashfield-Colborne-Wawanosh,Township,4.7,6.8,1
2016A00053541004,Ontario,South Bruce,Municipality,4,4.8,0
2016A00053541015,Ontario,Huron-Kinloss,Township,6.1,1.7,100
2016A00053541024,Ontario,Kincardine,Municipality,4.7,4.6,0
2016A00053541032,Ontario,Brockton,Municipality,5.1,7.9,0
2016A00053541043,Ontario,Arran-Elderslie,Municipality,4.8,6.2,0
2016A00053541045,Ontario,Saugeen Shores,Town,5.1,6.6,0
2016A00053541055,Ontario,South Bruce Peninsula,Town,5.4,4.8,0
2016A00053541069,Ontario,Northern Bruce Peninsula,Municipality,7.3,6,0
2016A00053542004,Ontario,West Grey,Municipality,4.6,6.6,0
